sal_avg_lc2vs0_iate,reg_al
-15864.205970432164,10.050615537983502
-23079.448995073464,13.741563324684204
-29980.728530193803,8.825482962327687
-24688.088857980358,10.959246550795884
-31388.185946603175,14.804185875909267
-20256.99488073739,6.677699816615499
-22349.18153309972,7.51243705615898
-26320.581606197768,7.51243705615898
-20451.587675426443,8.466574711031729
-29148.24776182525,8.489792942049156
-38144.07840543258,6.2022476666536495
-34420.33433947743,5.715020948158258
-34014.21011732534,8.489792942049156
-25751.841320138214,14.40186392129919
-19017.880398452955,16.55187586437651
-37529.31505820888,15.642798481867777
-19002.558243310148,5.783144560228929
-35221.078551990446,13.57303201294301
-22080.246827442385,14.49019113834319
-40477.26435406655,5.86067097313722
-32631.565265711703,14.40186392129919
-19029.637836701866,6.8852325544836805
-25133.88863809759,11.03190922138772
-35685.88729597314,6.129921717099373
-32132.181345698245,17.826556324068328
-35658.35592889748,10.050615537983502
-32906.85495893863,5.783144560228929
-20027.126965255993,10.812397531915511
-16803.655804456095,15.4126894841696
-37532.45800406931,7.51243705615898
-22628.976207526175,14.49019113834319
-34450.50266845961,13.741563324684204
-23602.634960387208,19.45958127571632
-30033.768250542795,11.031587821201295
-22920.06735976659,6.824294917274682
-31118.17147493957,12.627328492201132
-28262.537217533867,15.9029059034019
-31267.820384304137,9.636531068070866
-27346.607552115333,10.603827650086728
-27840.617332642338,12.316557609793488
-21286.91925297545,10.08192028414992
-35554.09421811897,14.36506945499525
-25175.513159132886,13.57303201294301
-29945.455455607786,14.36506945499525
-39743.946746744026,6.2022476666536495
-28561.97126563842,10.050615537983502
-37970.696472985794,19.07062212473508
-20797.493768935372,11.296729393764217
-16587.560257676156,12.546763015475303
-32467.551917727505,12.627328492201132
-16797.45793660828,13.589459515373113
-36442.701887527655,15.077459475794244
-22117.836148699236,16.065847450474042
-31444.208516263105,18.46806689735796
-26732.55288146377,5.6673130249313965
-22716.21258301172,5.6673130249313965
-40530.335543376525,6.240418498934321
-22488.577185024587,5.86067097313722
-24790.52119555723,15.642798481867777
-30140.401536619498,6.129921717099373
-22918.038176249705,13.741563324684204
-19354.2682377322,7.246800499530508
-36142.39037368832,8.489792942049156
-20393.140922095776,5.985391787419051
-22293.437439738034,14.18646213821365
-31295.082571578598,7.398732050700365
-20101.573967742443,16.415188823968002
-19162.339039629573,12.627328492201132
-19787.295356166607,5.6673130249313965
-22906.174107165858,13.57303201294301
-21052.519176178295,12.312436218058837
-38808.083536728314,16.415188823968002
-29810.166558622735,11.363400659039383
-22473.918470213837,5.783144560228929
-33507.6777368417,12.406693156896807
-31829.88030844733,19.07062212473508
-25237.679579268894,15.642798481867777
-23104.06811251522,14.36506945499525
-22081.196016998805,16.415188823968002
-37979.59917015616,10.08192028414992
-34995.76349042947,14.40186392129919
-35589.45086212165,8.825482962327687
-20697.770723661884,6.521730139178338
-32505.44856494393,11.197745334899928
-21932.254878575317,16.542434628723377
-23593.643836757004,10.546473606513493
-16964.106502578437,10.57627785457591
-40543.480172651165,5.243736010598901
-19312.650246493686,9.69595074516882
-27796.37787547359,13.589459515373113
-27500.613598387805,6.114248988758748
-24554.776336625437,6.37366175417484
-32520.850206108233,18.70707624051383
-16824.3416484617,15.9029059034019
-32587.980088671226,5.715020948158258
-33517.881293729515,10.57627785457591
-26051.360891609707,6.114248988758748
-23858.333984706318,17.826556324068328
-18213.954066905673,7.1204666083712365
-25018.62057182721,11.031587821201295
-31973.254868333148,6.677699816615499
-35597.44858835732,15.9029059034019
-30801.491600067886,17.664156296958605
-18517.99639929902,13.741563324684204
-19336.999958295182,5.243736010598901
-35771.97619704387,5.33547044819989
-28047.425979227,8.825482962327687
-26816.526757330066,18.70707624051383
-23052.68690393554,13.741563324684204
-41541.860191256535,12.312436218058837
-21184.673942052552,16.542434628723377
-31321.40901921955,14.804185875909267
-21758.202718630913,18.46806689735796
-28290.439951831286,12.316557609793488
-31379.829617112973,12.406693156896807
-17740.478161094485,10.57627785457591
-25219.908194808293,5.6673130249313965
-22698.61776282266,11.177735452316972
-23497.426577564478,6.824294917274682
-36416.25610045083,17.664156296958605
-28089.385360127693,17.826556324068328
-32292.973612899194,15.9029059034019
-39394.277618404754,8.489792942049156
-27800.13499521257,5.985391787419051
-24117.97214953949,12.546763015475303
-24164.365092577507,14.49019113834319
-41387.434144411345,5.6673130249313965
-22229.331040858433,19.07062212473508
-30129.40381875647,15.9029059034019
-23602.031188310528,13.611439749187744
-19842.36749894056,5.240228676999984
-29278.500201664618,16.55187586437651
-32732.50450526743,18.260405399636767
-19273.658504711166,8.247064157269982
-18726.105606477242,16.065847450474042
-27787.11607748128,9.69595074516882
-31757.031939499524,6.2022476666536495
-36728.32676921324,11.197745334899928
-44654.11089912646,11.363400659039383
-18697.986172396817,16.542434628723377
-31167.304647128407,13.718599820031544
-19442.441566890473,6.114248988758748
-39858.75207249119,5.783144560228929
-25402.61090019598,12.546763015475303
-29231.153979537186,13.589459515373113
-28908.49115848022,19.80611898020756
-40519.35153550848,9.482405174263086
-19653.81535104702,10.959246550795884
-25598.366306086395,16.16378596148602
-18027.883660542495,10.603827650086728
-37025.31401092086,11.363400659039383
-18331.479572558477,9.482405174263086
-19665.172037170156,10.57627785457591
-42559.25047957989,18.260405399636767
-17812.705321016252,10.050615537983502
-24253.10511009582,8.825482962327687
-24088.1410603907,11.197745334899928
-29746.65807414698,18.260405399636767
-20911.549837833976,9.69595074516882
-21205.737461221564,5.6673130249313965
-38413.41338272876,5.985391787419051
-30563.87614973414,6.129921717099373
-17554.9509269246,10.546473606513493
-34304.465791764655,11.03190922138772
-23598.64687781509,11.363400659039383
-37357.06098449345,10.812397531915511
-23786.07286480303,16.16378596148602
-37441.53275477267,10.57627785457591
-29253.647334505702,9.57983365868943
-25974.53942217344,8.489792942049156
-32316.80527833054,6.677699816615499
-21683.76475825447,18.70707624051383
-37214.43664300066,16.243252850086606
-34602.88070396159,6.677699816615499
-23168.017431625478,11.296729393764217
-21328.45391613416,5.33547044819989
-25073.88161590329,19.45795896166549
-30601.33798280394,11.177735452316972
-22358.930546578857,12.316557609793488
-34188.16782354881,18.70707624051383
-17291.565221853918,12.316557609793488
-25834.296744942858,12.312436218058837
-24794.078522268366,6.191809986248865
-18195.18159293482,6.2022476666536495
-17328.869973385146,5.985391787419051
-36748.74001598495,13.741563324684204
-28816.127718355285,7.1204666083712365
-19039.280325354077,6.677699816615499
-36592.66537880285,12.316557609793488
-37130.54561675689,7.51243705615898
-35748.54504375991,11.031587821201295
-32501.547797038635,6.114248988758748
-31887.030123000695,16.065847450474042
-25226.93569279217,15.642798481867777
-23638.719747154588,16.065847450474042
-38832.42820858671,6.37366175417484
-22084.45835536208,5.985391787419051
-21570.77928100913,9.636531068070866
-31469.93285184954,13.589459515373113
-16926.357318548322,11.296729393764217
-23083.903104272493,5.240228676999984
-37431.29219190116,9.482405174263086
-24142.751975698626,16.065847450474042
-16690.67322528664,10.959246550795884
-21969.360259825906,14.961570474613216
-28995.06476366699,5.86067097313722
-23057.162443222216,13.741563324684204
-26329.64820450552,10.812397531915511
-25869.66374554422,5.029994350480255
-22542.011865353765,10.812397531915511
-30503.0544679717,5.985391787419051
-26203.10556731477,15.077459475794244
-40877.115106566765,5.783144560228929
-27355.037119983746,8.247064157269982
-32674.86237774603,17.47802267004246
-33217.92480987256,6.114248988758748
-34690.533563177974,9.327071086251443
-31756.19366389672,7.1204666083712365
-34319.58507517743,8.466574711031729
-34699.65862414087,6.191809986248865
-17477.27769969989,5.86067097313722
-31696.072052589032,5.6673130249313965
-21364.054902770997,10.57627785457591
-21955.069615738226,17.826556324068328
-27557.185066960483,15.9029059034019
-28729.399092337353,11.363400659039383
-19361.13564400986,9.377289885772043
-32020.01821738414,6.2022476666536495
-23840.055069581882,15.077459475794244
-20989.6723995314,17.664156296958605
-24357.044343944595,8.247064157269982
-26315.156063357786,8.825482962327687
-32904.38262366894,7.398732050700365
-28327.448307467395,5.243736010598901
-16741.062737124732,17.964876728356664
-34913.4243953576,14.18646213821365
-31324.465814273106,17.864709888500194
-24643.352065466468,19.45958127571632
-34167.82833060961,18.260405399636767
-26266.789805814446,17.47802267004246
-40553.43342052563,11.197745334899928
-39023.01614091758,9.636531068070866
-36567.2246080028,9.636531068070866
-23045.762129317056,8.247064157269982
-27610.435096710058,11.363400659039383
-25269.50389083322,17.826556324068328
-33901.52563773919,12.627328492201132
-35525.09039154211,5.6673130249313965
-19869.859132097088,5.243736010598901
-43880.42596083478,12.546763015475303
-17493.64347227204,16.243252850086606
-26581.1086796325,16.415188823968002
-22466.61351013029,12.406693156896807
-35441.21780563553,12.627328492201132
-32655.39258897854,16.55187586437651
-37242.50323138517,14.961570474613216
-38585.44062505931,13.611439749187744
-19131.326591545007,5.33547044819989
-43380.470754980095,5.33547044819989
-32880.425182940824,5.715020948158258
-40802.2467422669,15.642798481867777
-38771.48167544647,11.031587821201295
-34235.08868136223,5.6673130249313965
-30164.551624088344,7.398732050700365
-37257.14820319899,5.33547044819989
-34096.64847562288,6.240418498934321
-28572.0951926436,16.16378596148602
-20031.704229482773,17.864709888500194
-17498.706842812084,9.377289885772043
-28519.303670002693,6.824294917274682
-40461.72755278963,11.296729393764217
-22179.27617083556,14.40186392129919
-24200.7903589361,9.327071086251443
-33315.88489321414,12.312436218058837
-20152.968965099077,19.07062212473508
-23593.033576900758,16.243252850086606
-28760.500778879352,15.4126894841696
-19935.48908363587,6.824294917274682
-33934.29700068016,12.406693156896807
-23567.84862945768,9.57983365868943
-23697.814544547284,14.36506945499525
-24488.300297774043,14.36506945499525
-20015.435117656016,16.415188823968002
-23286.965548322056,9.636531068070866
-32805.474930274606,11.197745334899928
-31607.855194685333,12.312436218058837
-34124.521260430665,6.191809986248865
-23723.76176099517,16.065847450474042
-23422.412450932483,12.406693156896807
-25040.277629889293,5.6673130249313965
-33284.63070269166,15.9029059034019
-20922.173926357034,19.80611898020756
-37974.99419453096,17.826556324068328
-22996.786836439438,6.129921717099373
-25194.30986287372,6.521730139178338
-26495.608471545682,16.065847450474042
-18967.243459742313,11.031587821201295
-32906.52791241366,7.1204666083712365
-15595.923276975818,12.316557609793488
-26006.708949388463,17.826556324068328
-19949.88646185769,6.677699816615499
-24149.701223659205,10.050615537983502
-28827.057227093566,11.03190922138772
-37558.16132703054,12.627328492201132
-23615.794395418707,13.589459515373113
-22903.99275995343,12.627328492201132
-23971.32061310987,5.783144560228929
-34951.024234676224,11.177735452316972
-24856.34655788912,13.741563324684204
-30712.495340904294,8.489792942049156
-22083.471784304882,12.627328492201132
