sal_9_lc1vs0_iate,emplx2_2
14604.222855989388,2.0
16079.616100807285,2.0
14825.567995479241,2.0
5201.377158654619,2.0
21034.787789041566,2.0
6678.253010518829,2.0
10124.594205404672,2.0
14547.579720849662,1.0
7621.925125727808,2.0
10938.560990733053,2.0
-7626.950328733241,2.0
17834.569626340344,2.0
17021.09852064174,2.0
11501.567155469644,2.0
15927.887500681567,2.0
22472.4762513073,2.0
9170.391222507807,2.0
-1553.7421135216355,2.0
5482.390842011304,1.0
3745.205947594831,2.0
-5959.504952518336,2.0
11381.986633182376,3.0
-3174.720565017204,1.0
21864.91338534279,2.0
21560.33713773788,2.0
21910.031690306587,2.0
-2480.5834245730607,2.0
-6690.461006188957,2.0
10364.222075229838,2.0
-5269.930801498533,1.0
16500.722567894707,2.0
17341.191844798836,2.0
6084.983302038243,1.0
14874.798803847863,2.0
13073.969859904199,2.0
4592.100608854642,2.0
16067.11855303769,2.0
14996.558461278415,2.0
-5493.981369838661,2.0
13282.413706957246,2.0
18679.652262102394,2.0
21383.322865717873,1.0
12793.952524843946,2.0
14240.1236127405,2.0
13597.846100813178,2.0
16536.69453439193,2.0
8765.860425876324,2.0
17302.496039799204,2.0
11936.976773062373,2.0
19125.28505855275,2.0
11743.702278590506,2.0
8077.346425802849,2.0
543.0010636712254,2.0
20579.993573892723,2.0
-9516.81514213516,3.0
7408.780771611771,2.0
-7338.3093391580605,2.0
13779.607264057144,1.0
15025.244693328976,2.0
18797.84837368539,2.0
2816.7265652542665,1.0
6915.251453791094,2.0
22524.368893156032,2.0
17405.56963668079,2.0
-1702.9002181826286,2.0
15350.616403885819,2.0
1693.5251232992878,2.0
5289.6181060459185,2.0
9964.215904891887,2.0
15655.176582056596,2.0
-7976.259704017432,2.0
-6528.332709147726,2.0
18192.43727771492,1.0
3436.9021255559246,2.0
20757.52314291689,2.0
18116.36001170434,2.0
14844.84071811794,2.0
5904.617780932573,2.0
5160.210920379754,2.0
-8393.854103662601,2.0
18103.105807743053,1.0
17688.132435578154,2.0
10115.904345092888,2.0
16175.758331746945,2.0
10655.994556523656,2.0
12734.97963520142,2.0
12396.51564978857,2.0
5239.750802811435,2.0
-7881.8491217575975,2.0
9407.949748130904,2.0
-5894.391762775055,1.0
5505.874120468473,2.0
20680.872550816886,1.0
13322.566466515918,2.0
14094.67541000489,2.0
-11745.96179440396,1.0
14820.127260773983,2.0
-393.3864181938484,2.0
8120.395962662998,1.0
9741.010677434864,1.0
12359.903522189827,2.0
19492.12985465266,2.0
7831.451035368691,2.0
14393.045282322442,3.0
6523.021678814864,2.0
20134.320774194362,2.0
-4547.046019374588,2.0
15430.467885991291,2.0
217.48138053634148,2.0
4895.86643390765,2.0
-3088.2888994067407,2.0
6937.792913531681,2.0
-1617.200011570334,2.0
-333.0088649852901,2.0
1564.2244910077884,1.0
9177.379201005837,2.0
10000.649356652126,2.0
17859.471006864984,2.0
11856.16006270864,1.0
20401.988623925892,2.0
13476.102265517517,2.0
13520.250852951272,2.0
-7155.743841369855,2.0
-380.32507382303515,2.0
-7186.1286668168,2.0
12354.390750096074,1.0
3436.472140502167,2.0
15416.98370923127,2.0
15504.601456559067,1.0
13588.227812376786,2.0
7954.953399667288,1.0
-2510.0155467323693,2.0
15565.850940580774,2.0
13505.081365502609,2.0
11989.101300779817,2.0
17223.716352879354,2.0
15857.874134889145,2.0
821.2684283432677,2.0
16788.71886442788,2.0
7029.394150414842,2.0
15398.21316484258,2.0
14656.340650944065,2.0
-6320.032300310012,2.0
11568.533637963545,2.0
14960.509768587195,2.0
12630.120449230972,1.0
-5103.521394559009,2.0
-9561.344883682483,2.0
-2795.0160819367866,2.0
10669.03689631119,1.0
-86.05854053294524,1.0
-552.652040192268,2.0
5654.107677235041,2.0
15640.997453086518,1.0
1764.4346725733658,2.0
13515.250076518085,2.0
14383.779219622324,2.0
17437.00268311255,2.0
5041.838892400852,2.0
11700.193153213622,2.0
23280.741481889374,2.0
13430.89599477342,2.0
11832.083711536714,2.0
4524.4228892797255,2.0
10711.313993749132,2.0
18907.260084590613,2.0
11059.888286769188,2.0
-9293.566139075821,2.0
18029.69371449177,1.0
13034.27720493322,2.0
19608.598163034967,1.0
7658.1800152591295,1.0
22947.37479850935,1.0
16679.27882929143,2.0
14156.201540232893,2.0
12105.698170827118,2.0
1669.13240865913,2.0
14817.187946731749,2.0
7462.239123847061,2.0
11919.04519335207,2.0
17986.749187151487,2.0
287.0713378908422,2.0
15744.346946659021,2.0
15000.501354259644,2.0
9495.156494258887,2.0
7234.658775924998,2.0
14685.999539185104,3.0
15375.46394154567,1.0
21744.997883367003,2.0
-651.2275741682515,2.0
2333.756382046615,2.0
12944.802667218459,1.0
4297.375265861036,2.0
5222.321113739719,2.0
16098.681259703053,1.0
23233.671647870367,2.0
434.2475134007882,1.0
8243.317933246013,2.0
20685.48964905952,2.0
9409.575063519602,2.0
5229.7298107034785,2.0
13157.524655087867,2.0
-9995.582871078695,2.0
9829.651346115077,2.0
3693.6646697333736,2.0
-2212.9558815609676,2.0
5810.540207288163,2.0
5298.824468442144,2.0
18150.850441509236,2.0
-7753.151738823804,2.0
4105.446993159208,2.0
-249.84036909288739,2.0
-7989.081135572743,2.0
14154.86088077396,1.0
21323.347946572692,2.0
17355.66965447552,2.0
18228.023564446434,1.0
14872.1680255669,2.0
22619.391643294002,1.0
11042.009276307588,2.0
12016.148236801331,2.0
15350.145446961482,2.0
13157.937649826454,2.0
-6274.395046715084,1.0
12244.514072264954,2.0
-9831.828520581015,2.0
-7192.003772597095,1.0
-1414.583175187981,2.0
13059.670754200788,1.0
13346.600972568394,1.0
7828.7780828462,2.0
9166.368837582355,2.0
21407.86767934072,2.0
13247.472479091966,1.0
10560.438427612691,2.0
21072.76107505398,1.0
19962.968091568975,2.0
17981.86144366756,2.0
-360.1479553153349,1.0
7120.1717560162,2.0
8931.438036285343,2.0
12482.04052104363,2.0
17949.616511576805,1.0
