empl_chge_lc1vs0_iate,nation
1.1635353610171466,1.0
-0.5598374283989749,2.0
0.12001373485580047,3.0
-0.028461016288629515,2.0
0.24144532783802145,2.0
-0.47641380344042217,1.0
-0.2962262381678943,1.0
-1.0857090509042953,1.0
0.7483645888171206,3.0
0.13624918887458604,3.0
-0.38010474440721476,1.0
0.3283197378268938,3.0
0.5475278677026801,1.0
-0.5154480268395065,1.0
-1.0192832953317996,1.0
1.6089312321865774,4.0
0.022552726959217284,1.0
-1.0852608718381964,1.0
0.16592349465410455,1.0
1.2119411297043705,1.0
-0.5385320199559834,1.0
1.6021858597899237,1.0
0.5871079785662138,1.0
0.9317316718556532,1.0
1.8214598340820336,1.0
1.2201890103358917,1.0
1.1754158694816734,2.0
-0.5755908405703942,1.0
2.28557735885733,1.0
1.1243515345897643,1.0
1.2939298727902735,2.0
1.2334627501471103,1.0
-0.2507840242565751,1.0
-1.3095010983001845,1.0
-0.4970212227043061,1.0
-0.469945711954763,2.0
-0.6232534837189898,1.0
-1.2283022747321612,4.0
-0.3314777714201562,3.0
-0.24586107706160748,1.0
-0.5048948388995059,1.0
-0.310789094181207,4.0
1.7778707271191847,1.0
-0.23232199540153217,1.0
1.6873808069270135,1.0
2.351548843310189,1.0
2.029339612565404,2.0
-0.47866682773781416,1.0
-0.342689354686431,1.0
0.5831588589156157,1.0
0.2498735218532288,1.0
-0.7162638637473553,1.0
-0.21016075844182774,1.0
0.12988083641383985,1.0
-1.2058568308887472,1.0
-1.0923251611922,1.0
-0.8759514353355213,2.0
1.0131837910513348,2.0
0.16256143147032298,4.0
0.14775629262065218,1.0
-0.38765098287685174,1.0
-0.556412453844022,1.0
-0.7211557068409242,1.0
-0.5925363722011875,1.0
0.28342038752115845,1.0
1.2343906739454145,1.0
-0.8132922276638016,2.0
1.8467921621771064,2.0
-0.6490389249928259,3.0
0.4311525907064374,1.0
0.16578174774497645,4.0
-0.8586578371627345,1.0
-1.089939317536575,1.0
0.09620464249901778,1.0
-0.13422869342558696,1.0
0.6172462396027238,1.0
-0.21290585497616804,2.0
0.23822129478338994,1.0
0.7483163355495199,1.0
1.1626680439687598,1.0
0.05221097427824628,1.0
0.7954536717207568,1.0
-0.2326397716849321,1.0
-0.12671976412367414,3.0
-0.057425568383002557,1.0
-0.48739399339919454,1.0
-0.7791062707617453,1.0
0.14640645417702053,1.0
0.5279851760867604,1.0
-0.38640381494758347,1.0
-0.4121249710024224,1.0
-0.7496808647653933,1.0
-0.4793656647850843,1.0
1.1002300580298985,1.0
1.4042182506261214,1.0
-0.8524369461661578,1.0
1.548822113718355,1.0
-0.3630961563784083,1.0
0.14237058389507495,1.0
-0.06856985490466455,1.0
1.6059517830492327,1.0
-0.1299815696203137,1.0
2.304833803680964,1.0
-1.2578879948052002,1.0
-0.13119635279863218,1.0
0.576936782222822,4.0
0.6063416074054438,1.0
-0.7864816992585447,1.0
-0.7882399704791857,1.0
-0.8959863945993203,4.0
0.9073499918569088,1.0
-0.9554625120750612,5.0
0.00997085656665253,1.0
1.8109979598264232,1.0
1.1004581214325337,1.0
-0.20338062933222334,1.0
-0.9505106855401613,2.0
-0.41447460264059194,1.0
-0.4693417592733887,1.0
2.014141480921896,2.0
0.014084816693330393,2.0
1.6609691172257781,1.0
-1.1874474493326101,4.0
-0.5804183644762436,2.0
1.3038889713820339,1.0
1.531568343524345,1.0
-1.269792652256086,1.0
-0.18101233674068518,1.0
-0.8437917678840452,1.0
0.0030824047517136743,1.0
-0.20071121694957578,2.0
0.3565560411790459,1.0
-0.011006635989662672,3.0
0.02275909353077038,1.0
0.12316073612121259,1.0
0.5683725363591317,5.0
-0.4772839167607881,1.0
-0.7406377626213657,1.0
-0.05009949591598689,1.0
-0.48640742062938547,1.0
0.29747410202710917,1.0
-0.43079833007027285,5.0
-0.39634078182530835,3.0
-0.15239752266432338,1.0
0.9227151092838431,1.0
0.09417064140207343,1.0
1.3991608597993594,4.0
1.0899234595500398,1.0
0.04963676852759347,1.0
0.26963388781668945,2.0
0.9810379492401721,2.0
0.44357155509944907,1.0
0.6551264118353802,1.0
-0.07017090942380133,2.0
0.4030019770628898,1.0
1.4049295835374025,1.0
-0.9698400505344451,1.0
-0.01058048549833368,2.0
0.2839000478506415,5.0
0.9852281261171985,1.0
1.4570570925036852,2.0
-0.11885629604783238,2.0
-0.9740863739890973,1.0
-0.8633715655852123,1.0
-0.13652583652611855,1.0
1.55308543683083,2.0
-1.0136879498029208,1.0
1.224268818012617,1.0
-0.04930966133728992,1.0
-0.7568416110762373,1.0
-0.26489396226721507,1.0
-0.4138010531539234,1.0
-0.2705169100699272,1.0
0.8704968466720518,1.0
0.21834134782011982,1.0
1.8568498809378586,2.0
1.7518673069529649,1.0
0.13493151281959914,1.0
-0.13336618793454408,1.0
-0.028080603908829938,1.0
0.32827883696115023,1.0
-0.8217694268923149,1.0
-0.09082639139043297,1.0
-0.35669101707119844,1.0
-0.31658822778335394,1.0
1.595548854926378,1.0
-0.9651141501506768,1.0
-0.7687857382222777,1.0
-0.4454292460125654,1.0
1.0573255339495442,4.0
1.0236874363908204,1.0
0.5747612227410086,1.0
-0.6197726593739497,1.0
0.2765117150849633,1.0
2.1143030743628,1.0
0.022408825881058136,1.0
-0.17055120904257112,4.0
0.19437401828682904,1.0
-0.1530069636677015,1.0
-0.19896140458569933,1.0
-0.2138656893555415,1.0
-0.22713275104145425,1.0
-0.03712976329231324,1.0
1.1786263953340053,1.0
0.17584432208321493,1.0
0.09657485650132669,1.0
-0.4014516635895068,1.0
-1.048040808823425,1.0
2.1465458883704223,1.0
-0.07095379962650548,1.0
-0.5143741415132022,1.0
0.9206001039587048,1.0
1.6436748782669743,1.0
-0.766645499074406,1.0
1.9741441600643843,1.0
-0.8106224793551364,2.0
-0.09906658710287863,1.0
1.2789658389123568,1.0
0.5134609374411488,4.0
-0.7518400425492139,1.0
-0.4237369973996098,1.0
0.5736175090502118,2.0
-0.5578009706631811,1.0
-0.38309279947980707,1.0
0.3716605812855516,1.0
-0.5961923099396981,1.0
-0.10553987004858495,1.0
-0.21099170735163633,1.0
-0.3563565900196177,1.0
1.3016146754106195,1.0
0.8849785844763421,1.0
-0.06565299988685591,1.0
-0.7051134384838462,1.0
1.3158918914482276,1.0
-0.13008277196577012,1.0
0.015127648642702773,2.0
-0.3841259467723968,1.0
-0.27751305316180036,1.0
-0.7062829516326847,1.0
-0.005542499125697153,1.0
-0.8528785576958,1.0
0.2935917412554222,1.0
-0.010944649829708608,1.0
-0.6686793961556499,4.0
0.2641117466090226,1.0
-0.11116278908328242,3.0
-0.5708725786199833,1.0
-0.10811366908599698,1.0
0.17049798629697177,1.0
0.020263595126679523,1.0
-0.5291191689914834,1.0
2.3020800413610645,2.0
-0.4003292091782346,1.0
0.9691758439126232,1.0
-0.6422315910703945,2.0
-0.9957924762223234,2.0
2.0691262705291895,1.0
1.4916862526217647,1.0
1.200564988105522,2.0
-0.25252602188293954,5.0
-0.513178703163545,1.0
-1.2763997385251429,1.0
1.715507654083009,1.0
-0.740377684262796,1.0
-0.19536216567680867,4.0
-0.5531037334820798,1.0
0.37084575549857357,2.0
-0.7560437009167638,1.0
0.09859463796251544,2.0
-0.46746495986988035,1.0
-0.4841959766193621,1.0
-0.44174224507161997,1.0
-0.22928763968670327,1.0
0.5726615699889728,5.0
-0.14532665661089156,1.0
1.7394771850321393,1.0
-0.6691517677579297,2.0
1.7173724582150478,1.0
1.873372924493971,1.0
1.0708606211295062,1.0
0.5147099373219797,2.0
0.245100617901289,1.0
-1.1946786256295363,1.0
-0.4576190162517755,1.0
-0.409126018950853,1.0
-0.055950423459310894,1.0
0.42491117172671633,1.0
-0.018979431328124907,1.0
0.4460880866208458,1.0
0.9656668174165871,1.0
-0.6538601158644618,1.0
-0.40731562240435937,1.0
-0.702107212238042,2.0
1.0510401358725285,1.0
0.9391489371761625,1.0
1.4842085814621637,1.0
-0.7297274093427916,4.0
-0.17698753509411375,1.0
-0.6494853521967684,1.0
-0.49697180878936703,5.0
0.579779157236435,1.0
-0.34012482742224337,1.0
-0.06900128627017249,1.0
0.4596523299276889,4.0
1.016346143458439,1.0
1.1202698212045947,1.0
-1.1968267266489452,1.0
-0.19419575004155626,1.0
1.6205306938232957,5.0
-0.6771010807024906,2.0
-0.4684552605428029,1.0
-0.7338456050355576,2.0
-0.5750774147186918,4.0
-0.41659173557418827,1.0
-0.5323213652362289,2.0
0.7478608096339434,1.0
-0.7273579307787555,5.0
-0.1712736906968156,1.0
1.1445829333267126,2.0
-0.5704467160249447,1.0
-0.14987709403128613,1.0
-0.2642558171403059,1.0
0.3889320791046681,1.0
-0.21752413101214188,1.0
0.24740729400053052,2.0
-0.7664450323124162,1.0
0.21648234397624072,2.0
-0.27905237871702837,1.0
1.5502422866223189,1.0
1.0580436259180637,1.0
-0.2711480754446987,4.0
-0.20605253908809323,2.0
-0.6310448157282371,1.0
-0.305817497479672,2.0
-0.6708575376419847,1.0
0.13087227028157178,4.0
0.6161851318922889,1.0
-0.9969238930200087,2.0
1.90283315057173,1.0
1.275317451595,1.0
0.5762631284469479,1.0
-0.11095239714142502,1.0
-0.34217179392875596,2.0
1.1214572135744185,1.0
1.0454282275996551,2.0
1.4241942750925998,2.0
-0.18469972568064721,1.0
1.0769369224345364,3.0
0.7295457570538699,2.0
1.004463443335644,1.0
-0.03680177899113768,1.0
-0.1701085693369102,1.0
-0.5105270759049922,1.0
-1.0237789707311284,1.0
-0.13871576527109325,1.0
-0.3203527618562373,1.0
0.6538542974961521,1.0
1.5495609527018117,1.0
1.891230937082862,1.0
0.17268060102734195,1.0
-0.33287205943910136,1.0
-0.5686587727719197,1.0
0.189335059739423,1.0
0.2785141549483857,3.0
0.09068218138581807,1.0
0.9216553766404922,1.0
-0.8620415821753645,1.0
0.4332140446500507,1.0
1.1478966827705466,1.0
-1.0423260837494195,1.0
1.0689055581392495,3.0
-0.2784354261428702,1.0
0.17595429432951915,1.0
-0.5639284878088442,4.0
1.9543066398457358,3.0
0.6688189355133312,1.0
0.4293289372469432,2.0
0.48579591356304436,1.0
-0.04918182062029147,1.0
-0.9405597604861258,1.0
-0.5646031339434906,1.0
1.4209914838989803,4.0
0.44567655635139036,1.0
2.2546462138956507,1.0
0.16335071069630214,1.0
-0.009344424150518948,2.0
0.2393379752563678,1.0
1.1755735954590447,1.0
0.13484854992488904,1.0
-0.05246848381989677,1.0
1.41427436770609,1.0
-0.02883205647085124,1.0
1.0429126236825585,1.0
0.9331482773073906,1.0
0.1952217540057864,1.0
0.17182968750458472,2.0
0.6993655828732366,1.0
-0.8350528899824249,3.0
1.9889742514703137,1.0
0.6831638570717469,1.0
-0.8639323689862086,1.0
-0.33625381512989627,1.0
-0.3434191726148802,1.0
1.316435160865492,1.0
0.38161691625938504,1.0
0.1227728891606652,1.0
-0.1992280324654109,4.0
0.11858921365326114,1.0
-0.4107551667529261,1.0
-0.0184219377850231,1.0
-0.3628436837228186,1.0
1.2395163748707334,3.0
-0.01279497218458503,4.0
0.06638867631915035,3.0
-0.19332715669302586,5.0
0.7516639896362116,1.0
1.5496645093333792,1.0
0.28706706249904407,1.0
0.30175275240686955,2.0
-0.23797272837553168,1.0
-0.33885928440363355,1.0
0.5571561096725671,1.0
-0.8797050889080882,1.0
0.5434130012040703,1.0
0.8579406036173496,1.0
-1.1141609939370176,5.0
-0.053058984758924954,1.0
-0.26733344789146996,1.0
1.549542492516618,4.0
1.457014531683924,1.0
0.2835473694323791,1.0
-0.27549582294346897,1.0
1.650732093203303,1.0
0.23641097346919782,1.0
0.5273528616515797,1.0
-1.4387638887583796,2.0
-0.2626627481450391,3.0
1.66506408680828,1.0
-1.170895664423139,1.0
0.09472929334651992,1.0
-0.5933125631967334,1.0
1.0846113437148344,1.0
0.0885842537566432,5.0
-0.2105627465478765,2.0
0.885773476086803,4.0
1.2803060954190975,1.0
0.4717293003619231,1.0
1.3574640340976183,1.0
-0.7032174712208583,1.0
0.641440977807156,1.0
-0.6740294329722115,2.0
-0.015757721977174566,1.0
-0.8492791127786843,3.0
1.9785198717885215,1.0
-0.8412688683197864,1.0
-0.30286185604195487,1.0
1.7324141225389156,1.0
0.7714289422630631,2.0
-0.47542590819972325,1.0
-0.5151455143668977,1.0
1.1281520931564604,1.0
1.1069906778946303,4.0
-0.7041233019472596,1.0
-0.09701999583238391,1.0
0.6660238071658335,1.0
1.0508384053396376,1.0
-0.1572803477407631,1.0
-0.695954417306171,1.0
0.07551960421318704,1.0
-0.06368108518197246,1.0
-0.935078105004769,1.0
1.5577298603803664,1.0
-1.048100144693381,1.0
0.017181939160589355,1.0
-1.0669789416143902,1.0
0.9433220987620254,1.0
0.6557490133717441,5.0
2.090027509657272,1.0
1.3885593276866495,5.0
-0.18447298236605342,1.0
-0.18815225123669285,1.0
-0.42185583548884326,1.0
-0.5861567628909958,1.0
-0.01637026820423304,4.0
2.172767815096826,2.0
-0.753469411627164,1.0
-0.4847816867959238,4.0
-0.31291859038010383,1.0
-0.2597260439968817,1.0
-0.2616417075666331,1.0
0.10040781743236937,2.0
-0.6610355572574144,1.0
-0.08506245970560378,1.0
-0.4761069697776448,4.0
-0.3450449504786596,2.0
0.4797197848179222,1.0
0.17977069065927054,1.0
0.3884337338933337,1.0
0.32025541286329234,1.0
-1.1640609550795795,3.0
0.621455976280279,1.0
-0.039809566102673444,1.0
-0.3088891298815652,3.0
-0.715041539055155,1.0
-0.7364228534310673,2.0
1.385333774447108,1.0
-0.007878675347586628,1.0
0.03989078163314552,1.0
0.3423556568779543,4.0
0.10137163466248555,4.0
-0.3821529227620153,1.0
-1.2279872810225232,2.0
-0.25028207875666053,1.0
-0.33078406888219614,1.0
-0.04174792888875262,1.0
-0.3745826153821198,5.0
-0.6058606026782414,1.0
-0.050851149626865655,4.0
-0.2721321000051051,1.0
-0.17300355655862176,1.0
-0.7835742841348774,1.0
-0.7604092465012386,2.0
-0.11185547637945126,2.0
-0.31030951448473726,1.0
-0.042001161281879584,1.0
-0.2564727230277318,1.0
1.2798626492313971,1.0
1.3744033406828897,1.0
0.4393253145675858,1.0
0.2520760556505752,2.0
1.2813133095014002,1.0
-0.17830970800196355,1.0
0.488354305899961,1.0
0.8977481276732371,1.0
0.42771816986111305,1.0
1.7818203811513023,1.0
-0.43032295697805634,1.0
2.0672599694067495,1.0
1.7124992317112833,1.0
0.0598140448832285,2.0
0.39680963774856937,2.0
-0.5083194015332816,1.0
-0.7908218522395627,1.0
-0.35831852545098014,1.0
-0.5697174669686298,2.0
-0.5226305415699308,2.0
0.02373220752979499,1.0
0.1358519562316618,3.0
-0.6106306395216484,1.0
0.4043434392193355,1.0
-1.2455444806369937,4.0
-0.26876514122903833,1.0
1.240311221825382,3.0
0.1255046188774543,1.0
-0.2521910363766201,1.0
-0.34518168750943024,1.0
0.13956607038999402,1.0
0.21100342082287815,1.0
0.03491596124432872,2.0
0.027495616379895282,1.0
1.7140279048056835,1.0
1.277350463659136,2.0
-0.4566508521213885,1.0
-0.25279686435394455,2.0
-0.626865246299077,5.0
1.603655344310208,1.0
-0.5087206443978228,1.0
0.3025563712808667,1.0
-0.3438109252263478,1.0
-0.30545083254527733,1.0
2.131881082921487,1.0
-0.2519671152829971,1.0
-1.0977997976493292,1.0
1.1702257891832324,1.0
-0.3754593492249419,4.0
1.190816306807966,1.0
-0.8657199146701047,1.0
0.2713829186208226,2.0
-1.0099472975093653,1.0
-0.6295862482136583,5.0
-0.15842686084599006,1.0
-0.4410162132078039,1.0
1.3743544562381744,1.0
1.6433490873805907,2.0
-0.12087316795298747,1.0
-1.1700032825582216,1.0
-0.7550180842145164,2.0
-0.38950276685155627,4.0
-1.0813897672565602,2.0
1.5716872440717904,1.0
0.9860972654495334,1.0
0.7140477535892208,1.0
-0.3395281951416309,1.0
0.34449877140205665,1.0
0.5957320708873255,1.0
1.3028785092529644,1.0
-0.39723119827491754,1.0
0.259748888726495,1.0
-0.4692303604458663,1.0
0.4513759390388428,2.0
0.3262057573040552,1.0
-1.0845418890169711,1.0
1.2947125103430663,1.0
-0.3323272182457376,1.0
0.04498593692539621,1.0
-1.023484448134907,2.0
-0.15009094383707777,1.0
-0.6427679802460358,3.0
-0.16737558960421306,1.0
0.9017421090809764,1.0
1.4968202945142615,1.0
1.7994453647843491,1.0
-0.29110577969271695,2.0
-0.34024018410253665,1.0
1.0023138117320833,1.0
0.7395906215081762,1.0
-0.5128750389269361,1.0
-0.03374251136278961,2.0
0.01740140887718411,2.0
1.382707857750219,1.0
-1.0133278974936415,1.0
1.024205927614933,5.0
-0.7051208852201047,1.0
-1.2396719685238242,1.0
-0.585424359095751,1.0
1.036534711165145,1.0
-0.08866448038943701,2.0
0.11425042252749662,2.0
0.5794996054965906,1.0
-0.44004872742109435,1.0
0.011844933353621467,1.0
-0.7618445436032777,2.0
1.6537811364735115,2.0
-0.03415654709873561,1.0
1.5641921753861316,1.0
-0.7224493330794559,1.0
0.05256728923829712,1.0
-0.7304896604914602,1.0
0.1331390757612051,1.0
-0.13348329504394174,1.0
-1.0244195011470354,3.0
-0.8730748347252979,1.0
-0.0038592661800176953,1.0
0.26540873848994556,1.0
1.5190599949738257,1.0
-0.5258546074754699,2.0
-0.11099038529064537,2.0
0.47726227905400037,1.0
0.5290129961850412,1.0
0.568077147088732,2.0
-0.6758676223482689,1.0
-0.39065818328059393,1.0
-0.4449406289371305,1.0
-0.2681903753347157,1.0
1.1077713810891443,5.0
1.848069171292285,3.0
-0.38676154219869185,2.0
0.12976574087917397,2.0
-0.9880238151279169,1.0
0.13031498617081805,2.0
-0.3414086258002908,1.0
0.04428279341965358,1.0
-0.7966009112827925,1.0
0.10686618153152827,1.0
-0.6718604216267983,1.0
-0.6818920508089554,1.0
-0.3446520637359298,1.0
-1.1042042837335346,1.0
0.07079594417083251,1.0
0.15225750433530413,1.0
1.9272018417460508,1.0
-0.07945153002515687,5.0
-0.6338337331310283,1.0
-0.3584738295193875,1.0
0.1681986106647151,1.0
1.2919032160263904,1.0
0.5433076389101172,2.0
-0.18412500200275633,1.0
-0.10488295242735057,1.0
-0.21982391867723705,2.0
-0.44475213113466966,5.0
1.3817420556172548,1.0
0.7233184533524302,1.0
1.041374875242932,2.0
1.0920531723970026,5.0
-0.3945721814949858,1.0
0.15615335288422763,1.0
-1.1458034989999826,1.0
1.7965917013640342,1.0
0.5808578254593543,1.0
0.808507048611125,2.0
-0.3524831471103217,1.0
1.4132133399455884,1.0
1.570585848420228,1.0
-0.5956688967781423,1.0
0.9077003567149422,4.0
1.0008942517698183,1.0
2.0672148157484895,1.0
-0.6262072828175609,1.0
1.1425110127537046,2.0
0.675209774556847,1.0
-0.807872612632007,1.0
0.2652270923134252,5.0
1.8752316257220132,2.0
0.5480169365959645,1.0
-0.13342537364527995,1.0
0.5045507041401939,1.0
0.19391118703620464,2.0
-0.5438030721412672,1.0
-0.4148802672436287,1.0
0.31268486137766494,1.0
-0.4272478793050328,1.0
-0.7180540620823768,2.0
-0.6100632744921836,1.0
0.7758381537248291,1.0
0.21514968029502923,1.0
0.14222585896966322,1.0
1.448028220623564,5.0
-1.1494964200622921,2.0
0.7944801254702242,1.0
0.5666290665358628,1.0
-1.029684520431262,3.0
-0.33927224726155614,5.0
-0.146416953035564,1.0
-0.3022777237441951,1.0
-1.0423349598935119,1.0
-0.0061801694399651885,1.0
-0.054389694128190724,1.0
0.28586566701091853,1.0
-1.1148908092098757,2.0
1.6001512405210414,2.0
0.21388602632180487,1.0
-0.2338981853748693,4.0
-0.6025007294683045,1.0
-0.35073924539335377,2.0
-0.015930780193887606,5.0
-0.024611961250388503,1.0
1.1612367141283704,1.0
0.1044282539826264,4.0
1.1700987956519842,1.0
1.2349196478411677,1.0
0.5322008060352856,1.0
1.5614211239423597,1.0
-0.3384606543179849,1.0
0.4294680086822304,2.0
-0.38307320373460285,1.0
-0.20798901208818993,2.0
0.11958876047658817,2.0
-0.3256492323936835,1.0
-0.3372910321589112,1.0
1.2046045918105255,1.0
-0.3077146528210265,1.0
1.4505812092912278,2.0
0.35981784803524647,1.0
-0.6559826333115906,2.0
1.1114214648935357,5.0
-0.12127719528585995,1.0
1.294423956645876,1.0
-0.38277862508393434,1.0
0.25651027113115205,5.0
-0.5830601600770752,2.0
0.17072620419714435,1.0
1.685851061080828,1.0
-0.3662987726635355,1.0
-0.18348802567786765,1.0
-0.6694081269138948,4.0
-0.8089370481090818,2.0
-0.45345285515579403,1.0
-1.0671016228252683,1.0
1.2824608318782174,1.0
-0.5177205490882325,2.0
-0.049607068155985756,1.0
0.8946082303960711,1.0
1.631225889332028,1.0
-0.7762628974431619,1.0
0.23951296302540614,2.0
-0.3276729885712165,3.0
-0.8086628401703682,1.0
-0.4162391375524498,5.0
-0.8773883632027039,1.0
0.6653389424417251,1.0
-0.061031740226965336,4.0
1.0097394411213338,1.0
0.09112718208258785,2.0
-0.44128451886217473,5.0
-0.9587726339948343,1.0
-0.22932238334472393,1.0
-0.26136674024000073,1.0
0.8677914706538414,5.0
0.2560610654206859,1.0
1.0041284878792902,2.0
-0.23108463904065618,1.0
1.3556869312152995,5.0
0.10625487800331168,4.0
0.5225334203191869,1.0
-0.4016317155141991,2.0
0.11539302086230058,1.0
-0.5823333898621093,2.0
1.606825556561881,1.0
-0.7104817339605678,4.0
0.43612674882101893,1.0
-0.061931859912770115,1.0
-0.5863987511406991,1.0
-1.2445816526823732,1.0
-0.16187314898329158,1.0
1.3458745810352148,1.0
0.5395109168137517,1.0
-0.15716970293275423,3.0
-0.4821672062580466,1.0
-0.3607420395947347,5.0
-1.1425997406070507,1.0
1.909793458198755,4.0
-0.30969928935927193,1.0
1.040585515711801,1.0
-0.27372114681575327,5.0
0.4291581943996291,1.0
-0.29390761655663744,1.0
-0.5122072135493624,5.0
-0.40384381507842226,2.0
-0.6543890364935783,3.0
0.7728447907797761,5.0
1.607759987491313,1.0
0.015668914280557222,1.0
1.5089178783221526,2.0
0.3177223748903491,2.0
0.1190545714299685,4.0
-0.5159856771750363,1.0
-1.3260529095785376,1.0
-0.22471100607491085,1.0
-0.4164632195337129,1.0
1.2825333699233994,1.0
0.18224997872069487,1.0
0.6196800183040125,4.0
0.7337238638980796,1.0
-0.012444402217457906,4.0
-0.7529141109453197,5.0
-0.9849573105787514,4.0
-0.5134246334207081,2.0
0.199658026317433,5.0
0.567440883985987,4.0
0.5659409756377507,1.0
-0.3412983311525868,1.0
-0.10576178937928447,1.0
0.12950452549243346,5.0
0.39553736513584703,1.0
1.5290199506509776,3.0
-0.7569514124425076,1.0
-0.4942925197697785,3.0
-1.0817845263730823,1.0
0.3706591064925237,3.0
-0.49120982549395764,1.0
-0.39294662091037286,3.0
0.4590140142172,1.0
-0.7205640101459702,1.0
-0.25334268436016727,2.0
0.758086358943951,1.0
0.22940057745165437,1.0
0.8230852223607479,1.0
