sal_avg_lc2vs0_iate,prof_al
-15864.205970432164,5.199828473677943
-23079.448995073464,9.972500710882604
-29980.72853019381,15.3398888031624
-24688.088857980358,4.202088819305654
-31388.18594660317,6.634496340496886
-20256.994880737388,4.774020377092698
-22349.181533099723,15.28429555509485
-26320.581606197768,11.93528310010809
-20451.587675426446,16.2401455468251
-29148.24776182525,13.528772408744375
-38144.07840543258,4.558770137425667
-34420.334339477435,17.25371450774734
-34014.21011732534,13.477180792474709
-25751.841320138214,5.844777126963486
-19017.88039845295,7.601526697287597
-37529.31505820887,14.0776378051572
-19002.55824331015,14.857835296222223
-35221.07855199044,17.949696992028777
-22080.24682744238,16.727012275144972
-40477.264354066545,11.713334595702674
-32631.565265711703,12.776524669721166
-19029.637836701862,17.013925080035023
-25133.888638097596,8.666842109846822
-35685.88729597315,15.11366605291241
-32132.181345698245,15.783582755202806
-35658.35592889748,4.4822920087565405
-32906.85495893863,8.807148343048238
-20027.126965255993,10.856385245915352
-16803.655804456095,5.068244989985891
-37532.458004069325,14.957066506343072
-22628.976207526182,10.71612012586223
-34450.50266845961,15.172429968889086
-23602.634960387208,10.817314626104004
-30033.768250542795,16.004217193077253
-22920.06735976659,12.19167338268177
-31118.17147493957,5.778198923238849
-28262.537217533867,7.677540104410807
-31267.820384304137,15.172962256158666
-27346.60755211533,9.192573852018228
-27840.61733264234,9.153353147604026
-21286.919252975447,12.645720268156488
-35554.09421811896,5.389155891860705
-25175.513159132886,17.794495433776333
-29945.455455607786,13.84187704621014
-39743.946746744026,10.248717798493946
-28561.97126563842,12.604926070500095
-37970.6964729858,17.531750531914025
-20797.493768935372,12.14500536114396
-16587.56025767616,10.129719679509446
-32467.55191772751,13.37446026677708
-16797.45793660828,11.954153957643742
-36442.701887527655,13.884474580134546
-22117.836148699236,16.9882955389471
-31444.208516263105,16.772582396058425
-26732.55288146377,12.851085094944375
-22716.212583011722,12.381906472780384
-40530.33554337651,14.292152258717186
-22488.57718502459,10.262430713167742
-24790.52119555723,7.810027123458474
-30140.401536619498,12.64975448622513
-22918.038176249705,15.350115924058713
-19354.2682377322,15.355151032563809
-36142.39037368832,12.82012091140108
-20393.140922095776,18.39196656034227
-22293.437439738034,10.464441985110302
-31295.0825715786,12.251114743177151
-20101.573967742443,7.871148225823708
-19162.339039629573,9.156795386091188
-19787.295356166607,8.809114913979647
-22906.17410716586,15.520657526881095
-21052.5191761783,18.446746317946246
-38808.083536728314,4.563001207730723
-29810.166558622735,13.53764428322824
-22473.918470213834,10.177996385227257
-33507.677736841695,18.27967031457033
-31829.88030844733,11.176771846730755
-25237.679579268897,10.015698583614524
-23104.06811251522,5.372236861658555
-22081.196016998805,8.401776702279598
-37979.59917015616,7.913606763763119
-34995.76349042947,9.272629485295424
-35589.45086212165,5.995737467203908
-20697.770723661884,5.77557631519888
-32505.44856494393,13.751636004962364
-21932.254878575313,8.678050735931455
-23593.643836757004,15.80033488792717
-16964.106502578437,15.014704994338096
-40543.48017265117,8.121364194918598
-19312.65024649369,4.7195546145621154
-27796.377875473594,15.13530313313607
-27500.613598387805,17.496355373355208
-24554.776336625437,13.193079316043622
-32520.850206108233,5.937265846128759
-16824.341648461697,16.01097453772138
-32587.980088671226,18.93672503468628
-33517.881293729515,16.848849053736792
-26051.360891609704,9.94678043353354
-23858.333984706318,6.950486302819106
-18213.954066905673,7.765976173923645
-25018.620571827203,12.374641903823068
-31973.254868333144,11.131305894680246
-35597.448588357314,18.167455364190264
-30801.49160006788,14.451927237061268
-18517.99639929902,11.43911395523176
-19336.999958295182,7.560984279109718
-35771.97619704387,14.068313548558551
-28047.425979226995,11.504050073355828
-26816.526757330066,10.32310657270989
-23052.686903935544,9.152136891219708
-41541.860191256535,15.504195306721424
-21184.673942052552,18.69518883237335
-31321.409019219547,9.470177806763186
-21758.202718630913,4.389921628708727
-28290.439951831286,12.482285493797662
-31379.829617112973,5.226541861943557
-17740.478161094485,14.939620611459844
-25219.908194808293,9.834972975669494
-22698.61776282266,4.276809779299971
-23497.426577564478,8.528590720151444
-36416.25610045083,7.371502988285614
-28089.38536012769,16.404496492236763
-32292.973612899194,4.471148093112562
-39394.277618404754,9.294358146771316
-27800.134995212567,11.053229518579675
-24117.97214953949,4.245458156893623
-24164.365092577507,6.14279023346996
-41387.434144411345,17.70273580030973
-22229.331040858433,17.300986797780467
-30129.403818756473,12.246514135581975
-23602.031188310528,17.95008998783929
-19842.367498940555,10.702485739064963
-29278.500201664618,7.733317655462957
-32732.504505267436,5.677196856222465
-19273.658504711166,9.468047429404104
-18726.105606477235,15.765031791246612
-27787.11607748128,7.609828931598733
-31757.031939499524,16.894572006134304
-36728.32676921324,14.817591107849209
-44654.11089912647,13.048528092233129
-18697.986172396817,11.889166569404782
-31167.30464712841,10.0853317014329
-19442.441566890473,13.306806510562506
-39858.75207249119,9.90531261969328
-25402.61090019598,9.071872712799324
-29231.153979537186,17.366843694821448
-28908.49115848022,10.000563739526326
-40519.35153550848,15.331697367700642
-19653.81535104702,6.007282984849114
-25598.36630608639,8.880630269907684
-18027.883660542495,13.172800747124624
-37025.31401092086,16.230311008581047
-18331.479572558477,7.216576754613643
-19665.17203717016,6.7906637238434335
-42559.25047957989,12.044802188525583
-17812.705321016252,6.735253509788335
-24253.10511009582,4.752189491430186
-24088.1410603907,8.765342427964075
-29746.65807414698,16.01498666465924
-20911.549837833976,9.588818997734156
-21205.737461221564,12.231436802083978
-38413.41338272876,7.467424878810854
-30563.87614973414,18.95313591966758
-17554.950926924597,11.199522020728494
-34304.46579176466,4.454979881940828
-23598.646877815092,15.225421730700358
-37357.060984493444,9.414972385630309
